"Company Country","Job Number","Project Name","Client PO","No of Pages","Net Price","Gross Price",Company,"Due Date","Status Vendor",Invoice,Paid
"United Kingdom",2829,"Calor Group Limited",,16,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2830,"Calor Properties Limited",,15,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2831,"Chive Fuels Limited",,21,420,420,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2832,"Chive Limited",,16,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2833,"Homeheat Gas Company Limtied",,21,420,420,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2834,"Liquefied Petroleum National Gas Limited",,14,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2835,"SHV Energy Holdings UK Limited",,16,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2836,"SHV Gas Trading Limited",,5,240,240,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2837,"LNG Portable Pipeline Services Ltd",,14,360,360,"Calor Gas Limited","Aug 05,2015","Pending Sign-off",N/A,
"United Kingdom",2838,"Tax comp nil return","Brian Nil Return Comp",1,108,54,"College of Policing Ltd","Jul 31,2015","Pending Sign-off",2660-28072015-2838,Paid
"United Kingdom",2839,"Brian Seperate workbook 12m","Brian seperate wbook 12m",1,108,54,"College of Policing Ltd","Jul 31,2015","Pending Sign-off",2659-28072015-2839,Paid
"United Kingdom",2840,"Brian Seperate wbook Dec 2013","Brian sep wbook Dec 2013",1,108,54,"College of Policing Ltd","Jul 31,2015","Pending Sign-off",2658-28072015-2840,Paid
"United Kingdom",2841,"Nicholas Noble Limited",540,9,118.8,118.8,"Throgmorton UK Ltd","Aug 07,2015","Pending Sign-off",N/A,
Ireland,2842,"Exterion Media Ireland Limited","Audit 2014",21,700,700,"Exterion Media Ireland Limited","Aug 11,2015","Signed Off Complete",2661-31072015-2842,Paid
"United Kingdom",2843,"test project - Doms",test,12,175.85,175.85,"Cr8v Web Solutions, inc.","Aug 12,2015",Cancelled,N/A,
"United Kingdom",2844,"Second Test -Doms",test,12,175.85,175.85,"Cr8v Web Solutions, inc.","Aug 13,2015",Cancelled,N/A,
"United Kingdom",2845,"Integral 2014","Integral 2014",20,300,300,"Lewis & Son Accountants Ltd","Aug 17,2015","Signed Off Complete",2662-07082015-2845,Paid
"United Kingdom",2846,"INDOS Financial Ltd",542,23,350,350,"Throgmorton UK Ltd","Aug 17,2015","Pending Sign-off",N/A,
"United Kingdom",2847,"The National Federation of TMOs Limited",,14,260,260,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2663-10082015-2847,
"United Kingdom",2848,"Delves East Estate Management Limited",,23,310,310,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2664-10082015-2848,
"United Kingdom",2849,"Delves Estate Management Organisation Limited",,18,260,260,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2665-10082015-2849,
"United Kingdom",2850,"Dovecotes Tenant Management Organisation Limited",,17,260,260,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2666-10082015-2850,
"United Kingdom",2851,"Springifeld Horseshoe Hopusing Man Co-op Limited",,15,260,260,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2667-10082015-2851,
"United Kingdom",2852,"Ethelred Tenant Management Organisation",,21,310,310,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2668-10082015-2852,
"United Kingdom",2853,"Metra Housing Co-operative Limited",,23,310,310,"GCN Accounting Services Ltd","Aug 19,2015","Signed Off Complete",2669-10082015-2853,
"United Kingdom",2854,"Trilogy Global Advisors UK Holdings Limited",543,20,179,179,"Throgmorton UK Ltd","Aug 19,2015","Pending Sign-off",N/A,
"United Kingdom",2855,"Doubleplay III Ltd 2014",,27,338,338,"Exterion Media","Aug 21,2015","Pending Sign-off",2673-12082015-2855,
"United Kingdom",2856,"Exterion Group Holdings Limited",,15,288,288,"Exterion Media","Aug 21,2015","Pending Sign-off",2672-12082015-2856,
"United Kingdom",2857,"Exterion Firewalker II (BDA) Ltd 2015",,12,288,288,"Exterion Media","Aug 21,2015","Pending Sign-off",2671-12082015-2857,
"United Kingdom",2858,"Exterion Leasing (BDA) Limited 2015",,13,288,288,"Exterion Media","Aug 21,2015","Pending Sign-off",2670-12082015-2858,
"United Kingdom",2859,"Aperios Partners Investment Management Capital Ltd",544,10,99,99,"Throgmorton UK Ltd","Aug 21,2015","Pending Sign-off",N/A,
"United Kingdom",2860,"Sound Point Capital (Services) Limited",536,16,179,179,"Throgmorton UK Ltd","Aug 25,2015","Pending Sign-off",N/A,
"United Kingdom",2861,"QEF ACCOUNTS",,44,445,445,"QUEEN ELIZABETH'S FOUNDATION","Aug 25,2015","Signed Off Complete",2674-14082015-2861,
"United Kingdom",2862,"Fifty Seven 7 Services Limited",537,10,99,99,"Throgmorton UK Ltd","Aug 25,2015","Pending Sign-off",N/A,
"United Kingdom",2863,"QEF TRADING",,28,408,358,"QUEEN ELIZABETH'S FOUNDATION","Aug 25,2015","Signed Off Complete",2675-14082015-2863,
"United Kingdom",2864,VASD,,19,295,295,"QUEEN ELIZABETH'S FOUNDATION","Aug 25,2015","Signed Off Complete",2676-14082015-2864,
"United Kingdom",2865,"Stone Milliner Limited",536,26,0,0,"Throgmorton UK Ltd","Aug 25,2015","Pending Sign-off",N/A,
"United Kingdom",2866,"Fair Oaks Capital Limited",545,18,179,179,"Throgmorton UK Ltd","Aug 25,2015","Pending Sign-off",N/A,
"United Kingdom",2867,"Catalyst Business Development Limited",541,10,99,99,"Throgmorton UK Ltd","Aug 25,2015","Pending Sign-off",N/A,
"United Kingdom",2868,"Accounts 2014",ademora,22,350,350,"Payden & Rygel Global Ltd","Aug 26,2015","Pending Sign-off",2677-17082015-2868,Paid
"United Kingdom",2869,"Dymon Asia Holdings (UK) Limited",546,20,179,179,"Throgmorton UK Ltd","Aug 26,2015","Pending Sign-off",N/A,
"United Kingdom",2870,"Formue Limited",547,15,179,179,"Throgmorton UK Ltd","Aug 26,2015","Pending Sign-off",N/A,
"United Kingdom",2871,"Bybrook Capital Services (UK) Limited",548,17,179,179,"Throgmorton UK Ltd","Sep 03,2015","Pending Sign-off",N/A,
"United Kingdom",2872,"Tricadia Europe Limited",549,18,179,179,"Throgmorton UK Ltd","Sep 03,2015","Pending Sign-off",N/A,
"United Kingdom",2873,"LBV (UK) Limited",550,17,179,179,"Throgmorton UK Ltd","Sep 03,2015","Pending Sign-off",N/A,
Ireland,2874,"FMR Capital Ireland Limited",,20,300,300,"Pyramis Global Advisors Ireland Ltd","Sep 07,2015","Signed Off Complete",2678-27082015-2874,Paid
Ireland,2875,"FISC 2014",,20,300,300,"Fidelity Investments","Sep 07,2015","Signed Off Complete",2679-27082015-2875,Paid
"United Kingdom",2876,"Picus Services Ltd",551,10,99,99,"Throgmorton UK Ltd","Sep 07,2015","Pending Sign-off",N/A,
"United Kingdom",2877,"FMR IM UK Limited",,26,350,350,"FMR Investment Management (UK) ","Sep 07,2015","Signed Off Complete",2680-27082015-2877,Paid
"United Kingdom",2878,"DII UK Limited 2014",,16,0,0,"DI International (UK) Limited","Sep 07,2015","Signed Off Complete",2681-27082015-2878,Paid
"United Kingdom",2879,"Dabroes UK Limited",552,12,179,179,"Throgmorton UK Ltd","Sep 08,2015","Pending Sign-off",N/A,
"United Kingdom",2880,"Test job",tset,12,175.85,175.85,"Cr8v Web Solutions, inc.","Sep 08,2015",Cancelled,2682-29082015-2880,
"United Kingdom",2881,"test 2",test,11,270,270,"Cr8v Web Solutions, inc.","Sep 08,2015",Cancelled,2683-29082015-2881,
Ireland,2882,"SGS Mgt Services",SGSM,14,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2684-02092015-2882,
Ireland,2883,"Sicon Ltd","Sicon Ltd",46,450,450,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2685-02092015-2883,
Ireland,2884,"Capwell Investments Ltd","Capwell Investments Ltd",13,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2686-02092015-2884,
Ireland,2885,"Elvington Ltd","Elvington Ltd",13,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2687-02092015-2885,
Ireland,2886,"Sicon Group Pension Scheme Trustee Co Ltd","Sicon Group Pension Scheme Trustee Co Ltd",11,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2688-02092015-2886,
Ireland,2887,"Korine Ltd","Korine Ltd",18,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2689-02092015-2887,
Ireland,2888,"Consi Properties Ltd","Consi Properties Ltd",13,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2690-02092015-2888,
Ireland,2889,"Sicon Group Services Ltd","Sicon Group Services Ltd",12,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2691-02092015-2889,
Ireland,2890,"Sicon Finance Ltd","Sicon Finance Ltd",13,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2692-02092015-2890,
"United Kingdom",2891,"BCS Prime Brokerage Ltd",553,26,350,350,"Throgmorton UK Ltd","Sep 11,2015","Pending Sign-off",N/A,
Ireland,2892,"Origo Distribution Ltd","Origo Distribution Ltd",18,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2693-02092015-2892,
Ireland,2893,"Korine Property Developments Ltd","Korine Property Developments Ltd",13,300,300,"SGS Management Limited","Sep 11,2015","Signed Off Complete",2694-02092015-2893,
Ireland,2894,"PPP Road Holdings",PPPYE2014,14,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2707-03092015-2894,
Ireland,2895,"John Sisk and Son Investments Ltd",JSSInvYE2014,12,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2706-03092015-2895,
Ireland,2896,"John Sisk and Son Holdings International Ltd",JSSIntYE2014,13,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2705-03092015-2896,
Ireland,2897,"Consi Investments Ltd",ConsiInvYE2014,17,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2704-03092015-2897,
Ireland,2898,"Consi Inv Reading Ltd",ConsiRYE2014,17,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2703-03092015-2898,
Ireland,2899,"John Sisk and Son Ltd",JSSYE2014,17,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2702-03092015-2899,
Ireland,2900,"Sispar Ltd",SisparYE2014,13,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2701-03092015-2900,
Ireland,2901,SDD,SDDYE2014,14,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2700-03092015-2901,
Ireland,2902,"Irish School Bundles 2 Cons Ltd",IrishscYE2014,12,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2699-03092015-2902,
Ireland,2903,"Sispar Constuction Ltd",SisConYE2014,12,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2698-03092015-2903,
Ireland,2904,"Parsis Ltd",ParsisYE2014,15,300,300,"John Sisk & Son (Holdings) Ltd","Sep 11,2015","Signed Off Complete",2697-03092015-2904,
"United Kingdom",2905,Traymar,,12,179,179,"Cordium Accounting Ltd ","Sep 11,2015","Pending Sign-off",2696-03092015-2905,
"United Kingdom",2906,"another test",test,5,253.8,218.8,"Cr8v Web Solutions, inc.","Sep 11,2015",Cancelled,2695-02092015-2906,
"United Kingdom",2907,"Viking Global Investors Europe Management Limited 2014",554,21,350,350,"Throgmorton UK Ltd","Sep 14,2015","Pending Sign-off",N/A,
"United Kingdom",2908,"BioIndustry Association",,9,190,190,"Nanoco Group plc","Sep 15,2015","Signed Off Complete",2709-04092015-2908,
"United Kingdom",2909,"Idalion Capital Services Ltd",555,10,99,99,"Throgmorton UK Ltd","Sep 15,2015","Pending Sign-off",N/A,
"United Kingdom",2910,CFP(L)LTD,,50,399,399,"Cordium Accounting Ltd ","Sep 15,2015","Signed Off Complete",2708-04092015-2910,
"United Kingdom",2911,"SECOR Partners (UK) Ltd",556,22,350,350,"Throgmorton UK Ltd","Sep 15,2015","Pending Sign-off",N/A,
"United Kingdom",2912,"ARA MARCH 2014","Brian 06092015",32,560,560,"College of Policing Ltd","Sep 09,2015","Pending Sign-off",2711-07092015-2912,
"United Kingdom",2913,"Pepper Europe Investments UK Limited ",,19,179,179,"Cordium Accounting Ltd ","Sep 16,2015","Pending Sign-off",2710-07092015-2913,
"United Kingdom",2914,"ArgSoft Sales & Engineering Ltd",557,3,99,99,"Throgmorton UK Ltd","Sep 16,2015","Pending Sign-off",N/A,
"United Kingdom",2915,"EMEA Services Ltd",558,3,99,99,"Throgmorton UK Ltd","Sep 16,2015","Pending Sign-off",N/A,
"United Kingdom",2916,"RB SFOF (UK) Origination Limited",527,18,179,179,"Throgmorton UK Ltd","Sep 16,2015","Pending Sign-off",N/A,
"United Kingdom",2917,"GemCorp Capital (Services) Ltd",559,13,179,179,"Throgmorton UK Ltd","Sep 17,2015","Pending Sign-off",N/A,
"United Kingdom",2918,"Cantillon Capital Ltd",560,24,350,350,"Throgmorton UK Ltd","Sep 17,2015","Pending Sign-off",N/A,
"United Kingdom",2919,"Zaoui & Co. (UK) Ltd",561,12,179,179,"Throgmorton UK Ltd","Sep 17,2015","Pending Sign-off",N/A,
"United Kingdom",2920,"Broomhouse Housing Association (1986) Ltd",,22,280,280,"French Duncan Chartered Accountants","Sep 21,2015","Signed Off Complete",2712-10092015-2920,
Ireland,2921,CMP,CMP,20,0,0,"John Sisk & Son (Holdings) Ltd","Sep 21,2015","Pending Sign-off",2713-10092015-2921,
"United Kingdom",2922,"Camtronics Vale 2014",CAM2014,26,350,350,"PhotonStar LED Ltd","Sep 21,2015","Signed Off Complete",2715-11092015-2922,
"United Kingdom",2923,"PhotonStar Group 2014",PSG2014,50,450,450,"PhotonStar LED Ltd","Sep 21,2015","Signed Off Complete",2714-11092015-2923,
"United Kingdom",2924,"Stat Accounts 2014",PO10943,20,300,300,"Cider of Sweden Ltd","Sep 22,2015","Pending Sign-off",2716-11092015-2924,
"United Kingdom",2925,"Tax Comp 3 months to Mar 2014","Brian 11092014",1,54,9,"College of Policing Ltd","Sep 16,2015","Pending Sign-off",2718-11092015-2925,Paid
"United Kingdom",2926,"SEUK Irish Branch P&L",,1,0,0,"Samsung Electronics (UK) Ltd","Sep 22,2015","Pending Sign-off",2717-11092015-2926,
"United Kingdom",2927,CommFinHold2015,002/2015/CCH,19,256.8,221.8,"CCH & Co.","Sep 22,2015","Signed Off Complete",2720-14092015-2927,Paid
"United Kingdom",2928,CommFin2015,003/2015/CCH,21,256.8,256.8,"CCH & Co.","Sep 22,2015","Signed Off Complete",2719-14092015-2928,Paid
"United Kingdom",2929,"Maltby Capital Limited","MCL 14-15",17,0,-35,"Terra Firma Capital Partners Limited","Sep 23,2015","Pending Sign-off",2722-15092015-2929,Paid
"United Kingdom",2930,"Maltby Capital Limited Tax Comp","MCL 14-15 Tax Comp",2,42,7,"Terra Firma Capital Partners Limited","Sep 23,2015","Signed Off Complete",2721-15092015-2930,Paid
"United Kingdom",2931,"Daily Variety Media Ltd",562,15,179,179,"Throgmorton UK Ltd","Sep 24,2015","Pending Sign-off",N/A,
"United Kingdom",2932,"Statutory Accounts 2015",,28,350,350,"Mercury Commodities Limited","Sep 24,2015","Signed Off Complete",2723-15092015-2932,Paid
"United Kingdom",2933,"PrimeStone Capital Services (UK) Limited",563,19,179,179,"Throgmorton UK Ltd","Sep 25,2015","Pending Sign-off",N/A,
"United Kingdom",2934,"Millennium Capital Management Ltd 2015",564,25,0,0,"Throgmorton UK Ltd","Sep 25,2015","Pending Sign-off",N/A,
"United Kingdom",2935,"EMEA Capital (UK) Ltd",565,20,179,179,"Throgmorton UK Ltd","Sep 25,2015","Pending Sign-off",N/A,
"United Kingdom",2936,"Fir Tree Partners UK Limited",566,20,179,179,"Throgmorton UK Ltd","Sep 28,2015","Pending Sign-off",N/A,
"United Kingdom",2937,"Sabal Financial Europe Ltd",567,14,179,179,"Throgmorton UK Ltd","Sep 28,2015","Pending Sign-off",N/A,
"United Kingdom",2938,"LTS Advisory Limited",568,27,350,350,"Throgmorton UK Ltd","Sep 30,2015","Pending Sign-off",N/A,
"United Kingdom",2939,"Monarch Alternative Capital Europe Ltd",569,28,350,350,"Throgmorton UK Ltd","Oct 01,2015","Pending Sign-off",N/A,
"United Kingdom",2940,"Hardigg UK YE2014",,17,420,420,"Hardigg UK Ltd","Sep 25,2015","Pending Sign-off",2724-22092015-2940,
"United Kingdom",2941,"TAP Securities Ltd",570,15,179,179,"Throgmorton UK Ltd","Oct 01,2015","Pending Sign-off",N/A,
"United Kingdom",2942,"TAP Advisors Ltd",571,21,350,350,"Throgmorton UK Ltd","Oct 01,2015","Pending Sign-off",N/A,
Ireland,2943,"Sisk Healthcare","Sisk Healthcare",24,350,350,"SGS Management Limited","Oct 02,2015","Signed Off Complete",2725-23092015-2943,
"United Kingdom",2944,"Bell Heather Limited",572,10,139,139,"Throgmorton UK Ltd","Sep 28,2015","Pending Sign-off",N/A,
"United Kingdom",2945,"Quartz Rock Limited",573,10,139,139,"Throgmorton UK Ltd","Sep 28,2015","Pending Sign-off",N/A,
"United Kingdom",2946,Elderstreet,Elderstreet,23,350,350,"Downing LLP","Oct 05,2015","Pending Sign-off",2726-24092015-2946,
"United Kingdom",2947,"Red Rose 2014",NJ/RED024,40,399,399,"PM+M Solutions for Business LLP","Oct 06,2015","Signed Off Complete",2728-25092015-2947,
"United Kingdom",2948,"Red Rose 2014",NJ/RED024,40,399,399,"PM+M Solutions for Business LLP","Oct 06,2015",Cancelled,2727-25092015-2948,
"United Kingdom",2949,"Aguacure Ltd",AGU2014,13,0,0,"Modern Water plc","Oct 08,2015","Signed Off Complete",2729-29092015-2949,
"United Kingdom",2950,"PF plc",,1,0,0,"Premier Farnell PLC","Oct 08,2015",Cancelled,N/A,
"United Kingdom",2951,"Celdis Ltd",,12,0,0,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2952,"CPC plc",,10,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2953,"element14 Ltd",,10,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2954,"element14 UK Ltd",,10,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2955,"element14 Finance UK Ltd",,10,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2956,"Farnell Holding Ltd",,12,179,179,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2957,"Farnell Overseas ",,12,179,179,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2958,PFFL,,13,179,179,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2959,"PF Scotland",,9,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2960,"e14 US H LLC",,2,99,99,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2961,"Modern Water Monitoring Limited",MON2014,15,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2739-29092015-2961,
"United Kingdom",2962,"Poseidon Water Limited",PWL2014,15,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2738-29092015-2962,
"United Kingdom",2963,"PF plc",,18,179,179,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2964,PFUK,,21,350,350,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2965,"Cymtox Limited",CYM2014,13,0,0,"Modern Water plc","Oct 08,2015","Signed Off Complete",2737-29092015-2965,
"United Kingdom",2966,FEC,,13,179,179,"Premier Farnell PLC","Oct 08,2015","Signed Off Complete",N/A,
"United Kingdom",2967,"Modern Water Services Limited",MWS2014,19,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2735-29092015-2967,
"United Kingdom",2968,"Surrey Aquatechnology Limited",SAL2014,12,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2734-29092015-2968,
"United Kingdom",2969,"MW Monitoring Limited",MWM2014,11,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2733-29092015-2969,
"United Kingdom",2970,"MW Monitoring IP Limited ",MWMIP2014,11,255,255,"Modern Water plc","Oct 08,2015","Signed Off Complete",2732-29092015-2970,
